identifier,aaa,bbbb,cccc,dddd,title,creator,subjects,description,publisher,contributor,date,resource_type,format,language,source,relation,coverage,rights,card_url,image_url
U426_nichibunken_0017_0005_0000,426,0017,0005,0000,よなきむし；ヨナキムシ,,病気；ビョウキ，虫；ムシ，夜泣き；ヨナキ,夜泣き虫。ミミズのように細長い形状をしており、口先が長く出ている。,所蔵者：国際日本文化研究センター,,2006,画像,,日本語,親書誌： U426_nichibunken_0017 ：セメンエン；セメンエン,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0017_0005_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0017_0005_0000.jpg
U426_nichibunken_0017_0006_0000,426,0017,0006,0000,くわいちうのむし；カイチュウノムシ,,病気；ビョウキ，虫；ムシ，回虫；カイチュウ,回虫の虫。細長い糸のような形状をしている。,所蔵者：国際日本文化研究センター,,2006,画像,,日本語,親書誌： U426_nichibunken_0017 ：セメンエン；セメンエン,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0017_0006_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0017_0006_0000.jpg
U426_nichibunken_0017_0007_0000,426,0017,0007,0000,けつくわいのむし；ケッカイノムシ,,病気；ビョウキ，虫；ムシ，血塊；ケッカイ,血塊の虫。渦巻状で周りには毛が生えている。,所蔵者：国際日本文化研究センター,,2006,画像,,日本語,親書誌： U426_nichibunken_0017 ：セメンエン；セメンエン,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0017_0007_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0017_0007_0000.jpg
U426_nichibunken_0017_0008_0000,426,0017,0008,0000,せんきのむし；センキノムシ,,病気；ビョウキ，虫；ムシ，疝気；センキ,疝気の虫。蛇のような形状をしている。,所蔵者：国際日本文化研究センター,,2006,画像,,日本語,親書誌： U426_nichibunken_0017 ：セメンエン；セメンエン,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0017_0008_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0017_0008_0000.jpg
U426_nichibunken_0017_0009_0000,426,0017,0009,0000,すいかんのむし；スイカンノムシ,,病気；ビョウキ，虫；ムシ，すいかん；スイカン,すいかんの虫。鳥の様な頭部と、長い前足を持つ。,所蔵者：国際日本文化研究センター,,2006,画像,,日本語,親書誌： U426_nichibunken_0017 ：セメンエン；セメンエン,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0017_0009_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0017_0009_0000.jpg
U426_nichibunken_0017_0010_0000,426,0017,0010,0000,らうがいのむし；ロウガイノムシ,,病気；ビョウキ，虫；ムシ，労咳；ロウガイ,労咳の虫。柵状で連結部には丸い器官のようなものがある。,所蔵者：国際日本文化研究センター,,2006,画像,,日本語,親書誌： U426_nichibunken_0017 ：セメンエン；セメンエン,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0017_0010_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0017_0010_0000.jpg
U426_nichibunken_0017_0011_0000,426,0017,0011,0000,かたかいのむし；カタカイノムシ,,病気；ビョウキ，虫；ムシ，かたかい；カタカイ,かたかいの虫。長い前足と尾をもつ。,所蔵者：国際日本文化研究センター,,2006,画像,,日本語,親書誌： U426_nichibunken_0017 ：セメンエン；セメンエン,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0017_0011_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0017_0011_0000.jpg
U426_nichibunken_0042_0001_0000,426,0042,0001,0000,閻魔；エンマ,,閻魔；エンマ,閻魔大王が死者を審議している様子が描かれている。,所蔵者：国際日本文化研究センター,,2006,画像,,日本語,親書誌： U426_nichibunken_0042 ：しんぱん邪氣はらい；シンパンジャキハライ,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0042_0001_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0042_0001_0000.jpg
U426_nichibunken_0051_0001_0000,426,0051,0001,0000,相生松のせい；アイオイマツノセイ,,相生松；アイオイマツ，精；セイ,相生松の精である尉と姥の姿が描かれている。右面には、尉が熊手を持っている姿が描かれている。左面、姥は箒を持っている。,所蔵者：国際日本文化研究センター,,2006,画像,,日本語,親書誌： U426_nichibunken_0051 ：怪物画本；カイブツエホン,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0051_0001_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0051_0001_0000.jpg
U426_nichibunken_0051_0002_0000,426,0051,0002,0000,鵺；ヌエ,,鵺；ヌエ,頭が猿、胴は狸、尻尾は蛇、四肢は虎という、鵺が黒雲の上にのっている。鵺からは赤い稲妻が発せられている。,所蔵者：国際日本文化研究センター,,2006,画像,,日本語,親書誌： U426_nichibunken_0051 ：怪物画本；カイブツエホン,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0051_0002_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0051_0002_0000.jpg
U426_nichibunken_0051_0003_0000,426,0051,0003,0000,實方霊入内雀；サネカタノレイジュダイスズメ,,藤原実方；フジワラサネカタ，霊；レイ，雀；スズメ,破れ傷んだ束帯姿の藤原実方が葛篭にもたれ座っている。彼の口からは、多くの雀たちが飛び立っている。,所蔵者：国際日本文化研究センター,,2006,画像,,日本語,親書誌： U426_nichibunken_0051 ：怪物画本；カイブツエホン,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0051_0003_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0051_0003_0000.jpg
U426_nichibunken_0051_0004_0000,426,0051,0004,0000,守屋霊寺つつき；モリヤノレイテラツツキ,,物部守屋；モノノベモリヤ，啄木鳥；キツツキ，霊；レイ,物部守屋の恨みが啄木鳥の姿となって飛び立っていく姿が描かれている。,所蔵者：国際日本文化研究センター,,2006,画像,,日本語,親書誌： U426_nichibunken_0051 ：怪物画本；カイブツエホン,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0051_0004_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0051_0004_0000.jpg
U426_nichibunken_0051_0007_0000,426,0051,0007,0000,笑女；ワライメ,,大女；オオオンナ，笑い；わらい,笑女が口元を手で隠し笑っている。その背丈は塀を越えるくらいに大きい。,所蔵者：国際日本文化研究センター,,2006,画像,,日本語,親書誌： U426_nichibunken_0051 ：怪物画本；カイブツエホン,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0051_0007_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0051_0007_0000.jpg
U426_nichibunken_0051_0008_0000,426,0051,0008,0000,大佛怪物；ダイブツカイブツ,,髑髏；ドクロ，骸骨；ガイコツ,寺院と思われる縁側に、いくつもの崩れかけた髑髏が山のように積み上げられている。頂上の髑髏には目玉がある。,所蔵者：国際日本文化研究センター,,2006,画像,,日本語,親書誌： U426_nichibunken_0051 ：怪物画本；カイブツエホン,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0051_0008_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0051_0008_0000.jpg
U426_nichibunken_0051_0010_0000,426,0051,0010,0000,いやや；イヤヤ,,川；カワ，姿見；スガタミ,緋色の着物を着た女が、自らの顔を川面に映す後姿が描かれている。しかし、水面には、ひげを生やした男の顔が映っている。,所蔵者：国際日本文化研究センター,,2006,画像,,日本語,親書誌： U426_nichibunken_0051 ：怪物画本；カイブツエホン,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0051_0010_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0051_0010_0000.jpg
U426_nichibunken_0051_0013_0000,426,0051,0013,0000,宗玄火；ソウゲンビ,,宗玄；ソウゲン，怪火；カイカ,火をまとい浮遊する男の頭部が川面を渡っている。,所蔵者：国際日本文化研究センター,,2006,画像,,日本語,親書誌： U426_nichibunken_0051 ：怪物画本；カイブツエホン,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0051_0013_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0051_0013_0000.jpg
U426_nichibunken_0051_0014_0000,426,0051,0014,0000,姥が火；ウバガビ,,怪火；カイカ,老婆の頭部が炎をまとい、空を飛んでいる。,所蔵者：国際日本文化研究センター,,2006,画像,,日本語,親書誌： U426_nichibunken_0051 ：怪物画本；カイブツエホン,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0051_0014_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0051_0014_0000.jpg
U426_nichibunken_0051_0015_0000,426,0051,0015,0000,庫裏婆々化；コクリババ,,庫裏婆々化；コクリババ,山寺に住みつく婆の化物。,所蔵者：国際日本文化研究センター,,2006,画像,,日本語,親書誌： U426_nichibunken_0051 ：怪物画本；カイブツエホン,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0051_0015_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0051_0015_0000.jpg
U426_nichibunken_0051_0016_0000,426,0051,0016,0000,をしろい婆々；オシロイババ,,笠；カサ,大きな笠をかぶり、腰の曲がった老女が、右手に杖を、左手に徳利を持ち雪道を歩いている。,所蔵者：国際日本文化研究センター,,2006,画像,,日本語,親書誌： U426_nichibunken_0051 ：怪物画本；カイブツエホン,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0051_0016_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0051_0016_0000.jpg
U426_nichibunken_0051_0017_0000,426,0051,0017,0000,野寺坊；ノデラボウ,,鐘；カネ，僧；ソウ,大きな鐘の前に僧形の男が立っている。男の体は獣のように毛で覆われ、手足には鋭い爪がみえる。破れた法衣から出された手は顔の前で垂れている。,所蔵者：国際日本文化研究センター,,2006,画像,,日本語,親書誌： U426_nichibunken_0051 ：怪物画本；カイブツエホン,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0051_0017_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0051_0017_0000.jpg
U426_nichibunken_0051_0018_0000,426,0051,0018,0000,山男；ヤマオトコ,,山男；ヤマオトコ，一つ目；ヒトツメ,山中に一つ目の山男が立っている。髪は長く顔は白ひげで覆われ、手足には鋭い爪が生え体毛が濃い。上半身は裸で木の葉の腰蓑、木の枝を持っている。,所蔵者：国際日本文化研究センター,,2006,画像,,日本語,親書誌： U426_nichibunken_0051 ：怪物画本；カイブツエホン,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0051_0018_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0051_0018_0000.jpg
U426_nichibunken_0051_0019_0000,426,0051,0019,0000,一目坊主；ヒトツメボウズ,,一つ目；ヒトツメ，僧；ソウ,古い庵の前に、僧形の男が立っている。両の目を閉じ、額の一つ目を開いている。,所蔵者：国際日本文化研究センター,,2006,画像,,日本語,親書誌： U426_nichibunken_0051 ：怪物画本；カイブツエホン,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0051_0019_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0051_0019_0000.jpg
U426_nichibunken_0051_0021_0000,426,0051,0021,0000,見越入道；ミコシニュウドウ,,入道；ニュウドウ,草鞋がぶら下がった木の袂に見越入道が立っている。背が高く、首が長い。白衣から覗く肌には濃い体毛が生えている。また、手足には鋭い爪がある。,所蔵者：国際日本文化研究センター,,2006,画像,,日本語,親書誌： U426_nichibunken_0051 ：怪物画本；カイブツエホン,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0051_0021_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0051_0021_0000.jpg
U426_nichibunken_0051_0023_0000,426,0051,0023,0000,うぶめ；ウブメ,,産女；ウブメ，赤子；アカゴ,うぶめが赤子を抱いている姿が描かれている。裾の部分が血に染まった腰巻を身にまとっている。,所蔵者：国際日本文化研究センター,,2006,画像,,日本語,親書誌： U426_nichibunken_0051 ：怪物画本；カイブツエホン,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0051_0023_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0051_0023_0000.jpg
U426_nichibunken_0051_0024_0000,426,0051,0024,0000,海座頭；ウミザトウ,,座頭；ザトウ，海；ウミ，船；フネ,琵琶を背負った座頭が、海の上に立っている。画面左端には、船の一部が描かれている。,所蔵者：国際日本文化研究センター,,2006,画像,,日本語,親書誌： U426_nichibunken_0051 ：怪物画本；カイブツエホン,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0051_0024_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0051_0024_0000.jpg
U426_nichibunken_0051_0025_0000,426,0051,0025,0000,狸はら鼓；タヌキハラヅツミ,,狸；タヌキ，腹鼓；ハラヅツミ,夜、紅葉が植えられた庵の前で、狸が腹鼓を打っている。,所蔵者：国際日本文化研究センター,,2006,画像,,日本語,親書誌： U426_nichibunken_0051 ：怪物画本；カイブツエホン,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0051_0025_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0051_0025_0000.jpg
U426_nichibunken_0051_0027_0000,426,0051,0027,0000,死りやう；シリョウ,,死霊；シリョウ，蚊帳；カヤ,蚊帳の中に死霊が忍びこもうとしている。死霊は白衣で、髪が長く口が耳まで裂けてる。死霊の後ろには幣帛、数珠、錫状などが置いてある。,所蔵者：国際日本文化研究センター,,2006,画像,,日本語,親書誌： U426_nichibunken_0051 ：怪物画本；カイブツエホン,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0051_0027_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0051_0027_0000.jpg
U426_nichibunken_0051_0028_0000,426,0051,0028,0000,生りやう；イキリョウ,,生霊；イキリョウ,行灯の後ろに、女の生霊が立っている。手には巻物を持っている。部屋には刀や本などが置いてある。,所蔵者：国際日本文化研究センター,,2006,画像,,日本語,親書誌： U426_nichibunken_0051 ：怪物画本；カイブツエホン,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0051_0028_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0051_0028_0000.jpg
U426_nichibunken_0051_0029_0000,426,0051,0029,0000,ふつけし婆々；フッケシババ,,提灯；チョウチン,白い着物の老婆が、戸前に置いてある提灯の火を吹き消している。,所蔵者：国際日本文化研究センター,,2006,画像,,日本語,親書誌： U426_nichibunken_0051 ：怪物画本；カイブツエホン,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0051_0029_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0051_0029_0000.jpg
U426_nichibunken_0051_0030_0000,426,0051,0030,0000,狸坊；タヌキボウ,,狸坊；タヌキボウ,僧侶に化けた狸が囲炉裏端に座っている。紫の頭巾をかぶり、手には火箸を持っている。,所蔵者：国際日本文化研究センター,,2006,画像,,日本語,親書誌： U426_nichibunken_0051 ：怪物画本；カイブツエホン,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0051_0030_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0051_0030_0000.jpg
U426_nichibunken_0051_0031_0000,426,0051,0031,0000,くわしや；カシャ,,火車；カシャ，猫；ネコ，炎；ホノオ,渦巻く黒雲を背景に、屋根の上で火車が女の死体を抱えている。火車の周りには炎が噴出している。,所蔵者：国際日本文化研究センター,,2006,画像,,日本語,親書誌： U426_nichibunken_0051 ：怪物画本；カイブツエホン,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0051_0031_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0051_0031_0000.jpg
U426_nichibunken_0051_0033_0000,426,0051,0033,0000,猫また；ネコマタ,,猫；ネコ,赤い手拭いを頭にのせ、尻尾が2つに分かれた猫またが、縁側に後ろ足で立っている。その様子を白い手拭いをかぶった虎猫がみている。さらに障子を破ってもう1匹の猫が上半身だけを外に出している。,所蔵者：国際日本文化研究センター,,2006,画像,,日本語,親書誌： U426_nichibunken_0051 ：怪物画本；カイブツエホン,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0051_0033_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0051_0033_0000.jpg
U426_nichibunken_0051_0034_0000,426,0051,0034,0000,らいごふ；ライゴウ,,頼豪；ライゴウ，鼠；ネズミ，鉄鼠；テッソ,三井寺の僧頼豪の霊が鉄鼠となり経蔵に忍びこんで教典を食い破ろうとしている。周りに黒い鼠が数匹描かれている。,所蔵者：国際日本文化研究センター,,2006,画像,,日本語,親書誌： U426_nichibunken_0051 ：怪物画本；カイブツエホン,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0051_0034_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0051_0034_0000.jpg
U426_nichibunken_0052_0014_0000,426,0052,0014,0000,うはん；ウワン,北斎季親,うわん；ウワン,黒い体に黄色い目をした化物。大きく口を開き、舌を突き出している。3本指の先には鋭い爪がついている。,所蔵者：国際日本文化研究センター,,2007,画像,,日本語,親書誌： U426_nichibunken_0052 ：化物尽絵巻；バケモノヅクシエマキ,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0052_0014_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0052_0014_0000.jpg
U426_nichibunken_0052_0015_0000,426,0052,0015,0000,猫また；ネコマタ,北斎季親,猫又；ネコマタ，猫；ネコ,三味線を弾いている猫の化物。長い髪が生えている。着物の裾から尻尾が見えている。,所蔵者：国際日本文化研究センター,,2007,画像,,日本語,親書誌： U426_nichibunken_0052 ：化物尽絵巻；バケモノヅクシエマキ,,,所蔵者：国際日本文化研究センター,https://www.nichibun.ac.jp/cgi-bin/YoukaiGazou/card.cgi?identifier=U426_nichibunken_0052_0015_0000,https://www.nichibun.ac.jp/YoukaiGazou/image/U426_nichibunken_0052_0015_0000.jpg
